프로그램ID,프로그램세부ID,프로그램명,프로그램주제,주관부서(상위),주관부서(하위),시작일,종료일,프로그램 소개,프로그램 태그,프로그램 구분,프로그램유형1,프로그램유형2,교육방법,프로그램 시간,마일리지,참여자수,이수자수,핵심역량점수1,핵심역량점수2,핵심역량점수3,핵심역량점수4,핵심역량점수5,핵심역량점수6,핵심역량점수7,핵심역량점수8
5324,4556,[재맞고] 아모레퍼시픽  현직자 멘토링 프로그램,[아모레퍼시픽] 김진아 멘토(PM),대학일자리플러스센터,대학일자리플러스센터,24-11-15 오후 6:00,24-11-26 오후 8:00,"아모레퍼시픽 현직자 멘토로 취업 준비, 직무 탐색 및 분석 등 취업 관련 프로그램","PM,경험공유,기업탐방,대학일자리센터,대학일자리플러스센터,마케팅,멘토링,백엔드개발,아모레퍼시픽,영업,전략기획,전문가멘토,전문가멘토링,직무탐색,진로,취업,프론트엔드개발",비교과 (비학점),취업,특강/워크숍/캠프,대면,6,6000,5,3,3,3,,,,,,
5324,4557,[재맞고] 아모레퍼시픽  현직자 멘토링 프로그램,[아모레퍼시픽] 오다솜 멘토(PM),대학일자리플러스센터,대학일자리플러스센터,24-11-15 오후 6:00,24-11-26 오후 8:00,"아모레퍼시픽 현직자 멘토로 취업 준비, 직무 탐색 및 분석 등 취업 관련 프로그램","PM,경험공유,기업탐방,대학일자리센터,대학일자리플러스센터,마케팅,멘토링,백엔드개발,아모레퍼시픽,영업,전략기획,전문가멘토,전문가멘토링,직무탐색,진로,취업,프론트엔드개발",비교과 (비학점),취업,특강/워크숍/캠프,대면,6,6000,5,3,3,3,,,,,,
5403,4638,[문헌정보학과] 디지털 큐레이션의 이해,디지털 큐레이션의 이해 1: 한국영상자료원,문과대학,문헌정보학과,24-11-23 오후 1:00,24-11-23 오후 5:00,"<프로그램 목표>
1) 디지털 큐레이션 분야 직무 이해
2) 영상아카이브 아키비스트 진로 탐색
3) 디지털 아카이빙 시스템 운영 사례 습득","KAIST도서관,견학,디지털아카이빙,디지털큐레이션,문헌정보학과,사례,산학연계비교과,아카이빙시스템,영상아카이브,정보시스템,탐방,한국과학기술원도서관,한국영상자료원",전공교과연계 비교과 (학점불인정),학습,산학연계비교과,대면,4,2000,12,12,1.32,1.36,,1.32,,,,
5264,4539,[재맞고]2024 자격취득 단기특강_SQLD,[재맞고]2024-2 자격취득 단기특강_SQLD 2주차,대학일자리플러스센터,대학일자리플러스센터,24-11-1 오후 5:00,24-11-7 오후 9:00,#NAME?,"SQLD,SQLD자격증,SQL개발자,단기특강,대학일자리센터,자격증,자격취득,재맞고,점프업,직무역량향상,특강",비교과 (비학점),취업,자격증/모의시험,비대면(실시간),20,10000,35,17,10,10,,,,,,
5331,0,[SW중심대학사업단] React 중급과정,[SW중심대학사업단] React 중급과정,SW중심대학사업단,SW중심대학사업단,24-11-4 오후 7:00,24-11-25 오후 10:00,"Vite, Eslint, Prettier 등 프로젝트 환경 설정과 Github 연동을 통해 실제 개발에서 사용되는 툴과 작업 흐름을 알아볼 수 있음","Github,React,SW,SW중심대학사업단,개발,실습,실전프로젝트,중급,중급과정,프로그래밍",비교과 (비학점),학습,공학교육,대면,12,8000,30,24,6,,6,,,,,
5374,4618,2024_영어영문학부  영어영문학전공_취업및진로특강,19:00 영어영문학전공 송영 선배님(Nexon),영어영문학부(대학),영어영문학전공,24-11-8 오후 7:00,24-11-8 오후 8:00,[영어영문학부_영문전공] 취업 및 진로 특강,"Localization,글로벌,글로벌역량강화,글로벌인재,기후환경,동문선배특강,번역특강,복지트랙,언어학,연구원,영어영문학전공,외국계기업,전공별진로취업,전문직,진로,취업특강,현직자특강,환경",비교과 (비학점),취업,전공별진로취업,비대면(실시간),1,1000,26,25,,0.25,0.2,,0.2,,0.35,
5357,4600,[도서관] 11월 정기 학술정보이용교육,[11/8(금) 14:00] 논문 작성을 위한 학술DB 활용법,중앙도서관,학술정보운영팀,24-11-8 오후 2:00,24-11-8 오후 3:00,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료작성법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,9,3,0.4,,0.6,,,,,
5324,4558,[재맞고] 아모레퍼시픽  현직자 멘토링 프로그램,"[아모레퍼시픽] 이사로 멘토(영업, 전략기획)",대학일자리플러스센터,대학일자리플러스센터,24-11-15 오후 6:00,24-11-26 오후 8:00,"아모레퍼시픽 현직자 멘토로 취업 준비, 직무 탐색 및 분석 등 취업 관련 프로그램","PM,경험공유,기업탐방,대학일자리센터,대학일자리플러스센터,마케팅,멘토링,백엔드개발,아모레퍼시픽,영업,전략기획,전문가멘토,전문가멘토링,직무탐색,진로,취업,프론트엔드개발",비교과 (비학점),취업,특강/워크숍/캠프,대면,6,6000,5,5,3,3,,,,,,
5396,0,[미디어학부]선배 업고 튀어_2024 미디어학부 선배와의 만남(7),[미디어학부]선배 업고 튀어_2024 미디어학부 선배와의 만남(7),미디어학부(대학),미디어학부,24-11-15 오후 8:00,24-11-15 오후 9:30,미디어학부를 졸업하고 다양한 곳으로 취업한 선배들을 초대해 여러분의 진로 선택과 결정에 도움을 주고자 비교과 프로그램을 준비하게 되었습니다.,"CX,SK브로드밴드,고객,고객경험,고객인사이트,미디어학과,미디어학부,언론,진로연계,진로연계비교과,진로취업특강",비교과 (비학점),취업,전공별진로취업,비대면(실시간),1,1000,12,12,,1,,,,,,
5357,4603,[도서관] 11월 정기 학술정보이용교육,[11/23(토) 15:00] 참고문헌이 내 손안에! Refworks 활용법,중앙도서관,학술정보운영팀,24-11-23 오후 3:00,24-11-23 오후 4:00,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료작성법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,9,4,0.4,,0.6,,,,,
5269,4541,[재맞고]2024 하반기 SM Career Navigation,(11/5) SM Career Navigation (인문상경계),대학일자리플러스센터,대학일자리플러스센터,24-11-5 오후 1:30,24-11-5 오후 4:30,2학년의 체계적인 진로설계 및 취업준비를 돕기 위한 프로그램,"2학년,대학일자리센터,저학년,직무종류,직무탐색,진로설계,취업준비,커리어네비게이션",비교과 (비학점),진로,특강/워크숍/캠프,대면,3,2000,26,21,3,,,,,,,
5389,0,제17회 숙명 Citizenship Fair,제17회 숙명 Citizenship Fair,기초교양대학,기초교양학부,24-11-5 오전 12:00,24-12-1 오후 11:59,"숙명인의 시민의식 향상을 위하여 시민으로서 관심을 가지고 있어야하는 이슈에 대해 고민하고, 그 해결방안을 모색한 내용을 공유함으로써 시민역량을 강화시킨다.","Citizenship,Fair,공모전,기초교양대학,대회,세계시민교육과리더십,세시민,시티즌십,시티즌십페어",교양교과연계 비교과 (학점불인정),학습,공모전/경진대회,"해당없음(공모전, 콘테스트 등)",2,2000,175,175,,,0.2,0.4,0.2,,0.2,1
5390,0,키위 교육학 김현 교수가 제안하는 교원임용시험의 모든 것!,키위 교육학 김현 교수가 제안하는 교원임용시험의 모든 것!,교무처,교무처,24-11-5 오전 12:00,24-12-31 오전 12:00,"임용시험 준비 완벽 가이드
- 임용시험  합격 전략 및 공부 방법
- 임용시험 정보, 출제 경향","교원양성센터,교육임용시험,교육학,시험준비,예비교사,임용시험,키위",비교과 (비학점),진로,특강/워크숍/캠프,비대면(녹화),3,2000,157,79,0.9,,,0.9,1.2,,,
5314,0,2024 마음챙기기 워크숍 2_약물치료가 궁금한 눈송이에게 : `약물치료 괜찮을까?`,2024 마음챙기기 워크숍 2_약물치료가 궁금한 눈송이에게 : `약물치료 괜찮을까?`,숙명행복상담센터,숙명행복상담센터,24-11-8 오후 3:00,24-11-8 오후 5:00,워크숍 2. 약물치료 전반에 대한 이해를 바탕으로 심리적 어려움에 대처할 수 있는 방법을 알아갈 수 있습니다.,"대처,상담심리전문가,숙명행복상담센터,심리,약물치료,어려움,특강",비교과 (비학점),심리,특강/워크숍/행사,대면 비대면 병행(실시간),2,2000,78,78,,1,,1,,,,
5386,4619,2024_영어영문학부  테슬TESL전공_취업및진로특강,20:10 테슬TESL전공 조영민 선배님(Coupang),영어영문학부(대학),테슬(TESL)전공,24-11-8 오후 8:00,24-11-8 오후 9:15,[영어영문학부_테슬TESL전공] 취업 및 진로 특강,"AI매니저,AI프로젝트매니저,Localization,글로벌,글로벌역량강화,글로벌인재,기후환경,동문선배특강,동문초청,복지트랙,외국계기업,이커머스,전공별진로취업,전문직,진로,취업특강,쿠팡,테슬전공,현직자특강",비교과 (비학점),취업,전공별진로취업,비대면(실시간),1,1000,22,21,,0.25,0.2,,0.2,,0.35,
5278,0,[산학연계] 현대회화작품의 탐색과 현장영역 연구,[산학연계] 현대회화작품의 탐색과 현장영역 연구,미술대학,회화과,24-11-19 오전 10:00,24-12-10 오후 9:00,"• 현대 미술시장의 흐름에 발맞추어 나아가기 위해 현재 각종 공모전 당선을 통해 활발하게 작품활동을 진행중인 선배작가와, 현재 레지던시소속작가로서 활발하게 활동중이신 외부 작가선생님을 모시고  한국에서 회화작업을 하는 작가로서 가져야 할 전문지식과 기술 및 자세에 대해 들어보는 시간을 갖고자 한다. 

• 진로탐색에 있어 관련 산업체의 현장탐방과 여성ceo님과의 질의응답 시간을 가짐으로서 아트플랫폼상에서 상품으로서의 발전가능성을 탐색하고 실제적용가능한 작품계발 로드맵을 제작한다.","기술,산학연계비교과,선배작가,작가,작가특강,전문지식,현대회화,현장영역,현직자특강,회화과",비교과 (비학점),학습,산학연계비교과,대면,10,8000,15,15,3,,4,,,,3,
5353,0,우리 모두 취업합시다!! (강사 : 인싸담당자),우리 모두 취업합시다!! (강사 : 인싸담당자),대학일자리플러스센터,대학일자리플러스센터,24-11-5 오후 2:00,24-11-5 오후 4:30,"★ 대학일자리플러스센터에서 서울권역 참가대학들과 함께 준비한 프로그램 ★
- 온라인 참가 신청 : ~2024.11.04(월) 18시
- 일시 : 2024.11.05(화) 14시~16:30
- 장소 : 숙명여대 삼성컨벤션센터(백주년기념관 2층)
- 프로그램
~ 14:00 : 참가등록 및 입장
14:00 ~ 16:00 : 청년응원 특강 (강사 : 인싸담당자)
16:00 ~ 16:30 : 경품추첨 

★ 사전 참가 신청 (별도로 포스터 내 QR 사전 신청!!! 필수!!!) 후 특강 참석하면 선착순 100명 `모두`에게 1만원  CU 편의점 상품권 증정
★ `우리모두취업합시다` 온라인 강의 수강자가 사전참가신청( 포스터 내 QR 사전신청 필수-온라인강의와 별도로 현장강의신청도 해야 함)후  현장 등록하면 `아이폰16, 애플워치(3명) 에어판(1개), 스텐리보온병(30개) 경품의 주인공!! (많은 경품으로 당첨확률이 매우 높습니다!)
★ WISE 신청자 중 프로그램 이수 후 설문조사 완료한 자에게는 마일리지 지급! 

☆ 우리대학 1등 했어요!! 본 프로그램은 서울권역 대학들과 공동으로 운영되는 프로그램으로 우리대학이 1등을 하여 특전으로 진행되는 프로그램입니다 ☆","대학일자리센터,인싸담당자,취업,특강",비교과 (비학점),취업,특강/워크숍/캠프,대면,3,2000,190,101,,3,,,,,,
4948,3856,[진로연계] 한국어문학부 진로 탐색 프로그램,[전공 교수 간담회] 이홍식 교수님 (공무원·국가고시 분야),문과대학,한국어문학부,24-11-5 오후 5:30,24-11-5 오후 6:30,"<한국어문학부 진로 탐색 프로그램>은 한국어문학부 학생들이 전공 분야의 진로에 대한 정보를 얻고, 탐색해 볼 수 있는 기회를 제공합니다. 외부에서 활발히 활동하고 있는 동문 선배들 특강과 더불어 전공교수와의 진로 간담회를 분야별로 진행하기에, 학생들이 자신의 적성에 맞는 진로를 탐색해 보고, 해당 분야로 진출하는 데 도움을 주고자 합니다. 이 프로그램을 통해 진출분야에 대한 정보를 미리 확인해 보고, 구체적인 진로를 설계해 볼 수 있을 것입니다.","동문특강,분야별진로,전공진출분야,진로간담회,진로설계,진로연계비교과,진로정보,진로탐색,한국어문학부",비교과 (비학점),진로,진로연계비교과,대면,1,1000,1,1,,0.4,0.3,,0.3,,,
5387,4620,[재맞고] 2024 성공면접 이미지메이킹,(11/19) 면접관의 시선을 사로잡는 이미지 메이킹,대학일자리플러스센터,대학일자리플러스센터,24-11-19 오후 2:00,24-11-19 오후 4:00,"취업면접을 위한 이미지메이킹, 보이스연출, PT면접 전략","PT면접,PT발표,대학일자리센터,면접,보이스연출,성공면접,실습,이미지,이미지메이킹,일대일,취린이,취업,특강",비교과 (비학점),취업,특강/워크숍/캠프,대면,2,2000,32,29,,,,2,,,,
5260,4613,[LCB외식경영전공] 2024학년도 산학연 연계 비교과 프로그램,6. 대기업 호스피탈리티 사업부 커리어 쌓기,문과대학,르꼬르동블루외식경영전공,24-11-19 오후 6:00,24-11-19 오후 7:45,"산학연 연계 비교과 프로그램 - 환대•외식산업 진출 준비를 위한 역량 강화 릴레이 세미나
1. 프랜차이즈 분야 마케터 커리어 쌓기
2. 와인유통과 컨설팅 커리어 쌓기
3. 외식전공자의 창업과 경영 커리어 쌓기
4. 호텔리어 커리어 쌓기
5. 호텔 현장 견학 및 호텔리어 멘토링
6. 대기업 호스피탈리티 사업부 커리어 쌓기","LCB,경영,릴레이세미나,마케터,산학연계비교과,실무자특강,와인유통,창업,컨설팅,특강,프랜차이즈,현직자특강,호텔리어",비교과 (비학점),학습,산학연계비교과,대면,2,2000,19,19,,1,,1,,,,
5330,0,[대학원 비교과] 과학자-임상가 모델 기반 심리치료자 훈련 비교과 프로그램,[대학원 비교과] 과학자-임상가 모델 기반 심리치료자 훈련 비교과 프로그램,대학원,아동복지학과,24-11-24 오전 3:00,24-12-27 오후 1:00,과학자-임상가 모델 기반 심리치료자 훈련 비교과 프로그램은 자기 이해 및 자기돌봄 그리고 연구계획에 대한 이해 증진을 위해 실습과 연구발표회 등 진행하는 프로그램입니다.,"대학원비교과,실습,심리치료자훈련,아동복지학과,연구계획,연구발표회,임상가모델,현직자특강",비교과 (비학점),학습,산학연계비교과,대면,17,0,11,11,,8.5,,8.5,,,,
5250,4521,신소재물리전공 산학연 맞춤형 진로 탐색을 위한 Colloquium,신소재물리전공(응용물리전공)_ 산란 기술을 이용한 양자물질 연구(한국원자력연구원 윤석환 박사님),공과대학,공과대학,24-11-5 오후 5:00,24-11-5 오후 7:00,첨단소재·전자융합부 신소재물리전공에서는 급변하는 기술 경향을 파악하고 성공적인 취업과 진로 탐색을 돕기 위해서 “산학연 맞춤형 진로 탐색을 위한 Colloquium” 비교과 과정을 진행합니다.,"산학연계비교과,신소재물리전공,응용물리전공,콜로퀴움",비교과 (비학점),학습,산학연계비교과,대면,2,2000,5,5,2,,,,,,,
5250,4522,신소재물리전공 산학연 맞춤형 진로 탐색을 위한 Colloquium,신소재물리전공(응용물리전공)_국민대학교 박태준 교수님 특강,공과대학,공과대학,24-11-19 오후 5:00,24-11-19 오후 7:00,첨단소재·전자융합부 신소재물리전공에서는 급변하는 기술 경향을 파악하고 성공적인 취업과 진로 탐색을 돕기 위해서 “산학연 맞춤형 진로 탐색을 위한 Colloquium” 비교과 과정을 진행합니다.,"산학연계비교과,신소재물리전공,응용물리전공,콜로퀴움",비교과 (비학점),학습,산학연계비교과,대면,2,2000,5,5,2,,,,,,,
5441,0,[대학원 비교과] 예술창작과 이론을 기반으로 한 디지털 문화콘텐츠 개발,[대학원 비교과] 예술창작과 이론을 기반으로 한 디지털 문화콘텐츠 개발,대학원,조형예술학과,24-11-25 오전 12:00,24-12-31 오전 12:00,이번 프로그램은 대학원생들을 대상으로한 비교과 수업으로 디지털아트와 전통재료에 대한 실습 및 한국근현대미술사에 대한 이론을 중심으로 10시간동안의 특강을 통하여 다양한 방식의 학습방식을 탐색해보고 이를 토대로 자신의 전공영역에서 응용 및 개발을 돕도록 하는데 의미가 있다.,"대학원,대학원비교과,디지털아트,실습,응용개발,이론,전통재료,조형예술학과,특강",비교과 (비학점),학습,산학연계비교과,대면,10,8000,10,10,5,1,4,,,,,
4948,3857,[진로연계] 한국어문학부 진로 탐색 프로그램,[전공 교수 간담회] 김경령 교수님 (국제 한국어 교육),문과대학,한국어문학부,24-11-5 오후 5:30,24-11-5 오후 6:30,"<한국어문학부 진로 탐색 프로그램>은 한국어문학부 학생들이 전공 분야의 진로에 대한 정보를 얻고, 탐색해 볼 수 있는 기회를 제공합니다. 외부에서 활발히 활동하고 있는 동문 선배들 특강과 더불어 전공교수와의 진로 간담회를 분야별로 진행하기에, 학생들이 자신의 적성에 맞는 진로를 탐색해 보고, 해당 분야로 진출하는 데 도움을 주고자 합니다. 이 프로그램을 통해 진출분야에 대한 정보를 미리 확인해 보고, 구체적인 진로를 설계해 볼 수 있을 것입니다.","동문특강,분야별진로,전공진출분야,진로간담회,진로설계,진로연계비교과,진로정보,진로탐색,한국어문학부",비교과 (비학점),진로,진로연계비교과,대면,1,1000,0,0,,0.4,0.3,,0.3,,,
4948,3858,[진로연계] 한국어문학부 진로 탐색 프로그램,[전공 교수 간담회] 권성우 교수님 (언론·방송·출판 분야),문과대학,한국어문학부,24-11-5 오후 5:30,24-11-5 오후 6:30,"<한국어문학부 진로 탐색 프로그램>은 한국어문학부 학생들이 전공 분야의 진로에 대한 정보를 얻고, 탐색해 볼 수 있는 기회를 제공합니다. 외부에서 활발히 활동하고 있는 동문 선배들 특강과 더불어 전공교수와의 진로 간담회를 분야별로 진행하기에, 학생들이 자신의 적성에 맞는 진로를 탐색해 보고, 해당 분야로 진출하는 데 도움을 주고자 합니다. 이 프로그램을 통해 진출분야에 대한 정보를 미리 확인해 보고, 구체적인 진로를 설계해 볼 수 있을 것입니다.","동문특강,분야별진로,전공진출분야,진로간담회,진로설계,진로연계비교과,진로정보,진로탐색,한국어문학부",비교과 (비학점),진로,진로연계비교과,대면,1,1000,1,1,,0.4,0.3,,0.3,,,
5301,4545,[재맞고]2024년 엔터테인먼트 산업&직무 특강,2024 엔터테인먼트 마케팅 직무 특강,대학일자리플러스센터,대학일자리플러스센터,24-11-11 오후 2:00,24-11-11 오후 4:00,#NAME?,"대면,대학일자리센터,병행,비대면,아티스트마케팅,엔터,엔터산업,엔터테인먼트,음악유통,재맞고,직무설계,직무이해,직무특강,팬마케팅",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),2,1000,41,32,,0.6,0.4,,,0.6,0.4,
5405,0,2024_아동복지학부(4차)_아동복지학의 가치와 연구자의 길,2024_아동복지학부(4차)_아동복지학의 가치와 연구자의 길,생활과학대학,아동복지학부,24-11-19 오후 6:30,24-11-19 오후 7:30,2024 전공별 진로 취업 비교과 프로그램(4차)-아동복지학 전공생의 진로 탐색과 취업 역량 강화를 위해 아동복지학자로서 후학 양성에 힘 써주신 서영숙 명예교수님을 모셨습니다. 연구자로서의 업무에 대해 알아보고 관련 경험을 공유함으로써 연구자로서의 역량 뿐만 아니라 아동복지학 전공자로서의 전문성을 강화하기 위한 프로그램입니다.,"아동복지학부,아동복지학자,연구자,전공별진로취업,전문성,진로탐색,취업,취업역량",비교과 (비학점),취업,전공별진로취업,대면,1,1000,31,31,,,,0.3,0.2,0.2,,0.3
5392,4631,[재맞고] 2024 아모레퍼시픽과 함께하는 현직자 직무특강,2024 아모레퍼시픽 현직자 직무특강 Part 1. 화장품 연구원을 만나다,대학일자리플러스센터,대학일자리플러스센터,24-11-20 오전 10:00,24-11-20 오전 11:30,"아모레퍼시픽 각 직무별 현직자와의 만남을 통해 직무에 대한 자세한 내용, 진로설계, 직무 개발 방법 등을 알 수 있는 프로그램","대학일자리센터,디자이너,마케팅,실무자특강,아모레,아모레퍼시픽,연구원,직무개발,직무특강,진로설계,현직자특강,화장품디자이너,화장품마케터,화장품연구원",비교과 (비학점),진로,특강/워크숍/캠프,대면,2,1000,18,18,,2,,,,,,
5357,4606,[도서관] 11월 정기 학술정보이용교육,[11/25(월) 15:00] 전자책·오디오북·동영상강좌 이용법,중앙도서관,학술정보운영팀,24-11-25 오후 3:00,24-11-25 오후 4:00,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료작성법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,6,2,0.4,,0.6,,,,,
4948,3859,[진로연계] 한국어문학부 진로 탐색 프로그램,[전공 교수 간담회] 박재민 교수님 (중고등 임용 시험과 학과 네트워크),문과대학,한국어문학부,24-11-5 오후 5:30,24-11-5 오후 6:30,"<한국어문학부 진로 탐색 프로그램>은 한국어문학부 학생들이 전공 분야의 진로에 대한 정보를 얻고, 탐색해 볼 수 있는 기회를 제공합니다. 외부에서 활발히 활동하고 있는 동문 선배들 특강과 더불어 전공교수와의 진로 간담회를 분야별로 진행하기에, 학생들이 자신의 적성에 맞는 진로를 탐색해 보고, 해당 분야로 진출하는 데 도움을 주고자 합니다. 이 프로그램을 통해 진출분야에 대한 정보를 미리 확인해 보고, 구체적인 진로를 설계해 볼 수 있을 것입니다.","동문특강,분야별진로,전공진출분야,진로간담회,진로설계,진로연계비교과,진로정보,진로탐색,한국어문학부",비교과 (비학점),진로,진로연계비교과,대면,1,1000,1,1,,0.4,0.3,,0.3,,,
4948,3862,[진로연계] 한국어문학부 진로 탐색 프로그램,[전공 교수 간담회] 전상욱 교수님 (청춘멘토링),문과대학,한국어문학부,24-11-5 오후 5:30,24-11-5 오후 6:30,"<한국어문학부 진로 탐색 프로그램>은 한국어문학부 학생들이 전공 분야의 진로에 대한 정보를 얻고, 탐색해 볼 수 있는 기회를 제공합니다. 외부에서 활발히 활동하고 있는 동문 선배들 특강과 더불어 전공교수와의 진로 간담회를 분야별로 진행하기에, 학생들이 자신의 적성에 맞는 진로를 탐색해 보고, 해당 분야로 진출하는 데 도움을 주고자 합니다. 이 프로그램을 통해 진출분야에 대한 정보를 미리 확인해 보고, 구체적인 진로를 설계해 볼 수 있을 것입니다.","동문특강,분야별진로,전공진출분야,진로간담회,진로설계,진로연계비교과,진로정보,진로탐색,한국어문학부",비교과 (비학점),진로,진로연계비교과,대면,1,1000,1,1,,0.4,0.3,,0.3,,,
5180,4491,[재맞고]공기업 취업의 모든것,NCS 기반 공기업 면접 전략,대학일자리플러스센터,대학일자리플러스센터,24-10-7 오후 5:00,24-10-7 오후 8:00,"가.  공기업 채용 프로세스에서 각 서류 , 필기, 면접 전형에 대해 이해하고 장기적으로 준비해야하는 과정에 구체적인 준비 전략을 수립할 수 있게 함.
나. 공기업을 준비하는데 필요한 교재와 필수 정보 등에 대해 구체적인 사례를 공유하여 학생 스스로가 주도적으로  대비할 수 있도록 도움.","공공기관,공기업,공기업분석,공기업소개,공기업취업,대학일자리센터,면접,서류,알짜공기업,준비전략,취업",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),3,2000,123,106,1.5,1.5,,,,,,
5252,0,자율주행자동차 이론과 실습(기초),자율주행자동차 이론과 실습(기초),기초교양대학,융합학부,24-10-7 오후 6:00,24-10-9 오후 11:45,"일정/장소 : 2024. 10. 07일(월), 08(화), 10/09(수) 명신관 524호
담당강사 : 김정훈 다표(샘플전자 대표)
신청자격 
- 파이썬 기초과정 이수자, `논리적사고와소프트웨어` 교과목 이수자
- 인공지능과 딥러닝에  대한 교과 또는 비교과과정 이수자
- 자율주행자동차의 동작원리를 이해하고자 하는 학생
- 딥러닝과 자율주행 분야로 진로를 개척하고자 하는 학생
강의내용 : 라이베리파이와 파이썬으로 개발된 자율주행차의 구동원리를 학습하고, 파이썬으로 개발된 소스코드를 학습하면서 마이크로프로세서, GPIO 구동방법, IOT제어, 딥러닝(신경망) 구현, 자율주행을 위한 도로이미지 학습과 예측, 성능평가 등의 구체적이고 실질적인 교육을 진행함","딥러닝,라이베리파이,산학연계비교과,실습,이론,인공지능,자율주행,자율주행자동차,파이썬",비교과 (비학점),학습,산학연계비교과,대면,12,8000,17,15,3.6,,3.6,4.8,,,,
5250,4519,신소재물리전공 산학연 맞춤형 진로 탐색을 위한 Colloquium,신소재물리전공(응용물리전공)_한국재료연구원 정재원박사님 특강,공과대학,공과대학,24-10-15 오후 5:00,24-10-15 오후 7:00,첨단소재·전자융합부 신소재물리전공에서는 급변하는 기술 경향을 파악하고 성공적인 취업과 진로 탐색을 돕기 위해서 “산학연 맞춤형 진로 탐색을 위한 Colloquium” 비교과 과정을 진행합니다.,"산학연계비교과,신소재물리전공,응용물리전공,콜로퀴움",비교과 (비학점),학습,산학연계비교과,대면,2,2000,8,8,2,,,,,,,
5333,4574,2024-2 숙명행복성장주간,개인별 학습스타일 진단 및 교수학습센터 운영 프로그램 홍보,학생지원센터,학생지원센터,24-10-29 오전 10:00,24-10-30 오후 5:00,[숙명행복성장주간] 우리 대학 학생들의 행복성장을 위한 다양한 비교과프로그램 (대면/비대면),"대면비대면,박람회,병행,설명회,숙명행복성장주간,순헌관광장,스노보드,온라인프로그램,진로,진로주간,학생지원센터,학생진로지도,행복성장주간,행정부서박람회",비교과 (비학점),진로,설명회/박람회,대면 비대면 병행(녹화),1,1000,267,267,,1,,,,,,
5333,4577,2024-2 숙명행복성장주간,괜찮은 하루 : 건강한 스트레스 관리를 통한 자기 돌봄 및 학교생활 적응 향상,학생지원센터,학생지원센터,24-10-29 오전 10:00,24-10-30 오후 5:00,[숙명행복성장주간] 우리 대학 학생들의 행복성장을 위한 다양한 비교과프로그램 (대면/비대면),"대면비대면,박람회,병행,설명회,숙명행복성장주간,순헌관광장,스노보드,온라인프로그램,진로,진로주간,학생지원센터,학생진로지도,행복성장주간,행정부서박람회",비교과 (비학점),진로,설명회/박람회,대면 비대면 병행(녹화),1,0,687,687,,1,,,,,,
5333,4578,2024-2 숙명행복성장주간,숙명여자대학교 공식 SNS 채널 구독 독려,학생지원센터,학생지원센터,24-10-29 오전 10:00,24-10-30 오후 5:00,[숙명행복성장주간] 우리 대학 학생들의 행복성장을 위한 다양한 비교과프로그램 (대면/비대면),"대면비대면,박람회,병행,설명회,숙명행복성장주간,순헌관광장,스노보드,온라인프로그램,진로,진로주간,학생지원센터,학생진로지도,행복성장주간,행정부서박람회",비교과 (비학점),진로,설명회/박람회,대면 비대면 병행(녹화),1,1000,324,319,,1,,,,,,
5236,0,2024 용산-숙명 취·창업 박람회 : KOTRA 체험형 인턴 채용설명회,2024 용산-숙명 취·창업 박람회 : KOTRA 체험형 인턴 채용설명회,캠퍼스타운사업단,캠퍼스타운사업단,24-9-26 오후 2:30,24-9-26 오후 3:00,"KOTRA 체험형 인턴 채용설명회
*KOTRA 인사담당자*","KOTRA,인턴,인턴십,채용설명회,캠퍼스타운사업단,코트라",비교과 (비학점),창업,특강/워크숍/캠프,대면,1,1000,37,24,,,,1,,,,
